,code,tradeStatus,code_name
963,sh.600876,1,洛阳玻璃
964,sh.600877,1,*ST电能
965,sh.600879,1,航天电子
966,sh.600880,1,博瑞传播
967,sh.600881,1,亚泰集团
968,sh.600882,1,妙可蓝多
969,sh.600883,1,博闻科技
970,sh.600884,1,杉杉股份
971,sh.600885,1,宏发股份
972,sh.600886,1,国投电力
973,sh.600887,1,伊利股份
974,sh.600888,1,新疆众和
975,sh.600889,1,南京化纤
976,sh.600890,1,中房股份
977,sh.600891,1,*ST秋林
978,sh.600892,1,大晟文化
979,sh.600893,1,航发动力
980,sh.600894,1,广日股份
981,sh.600895,1,张江高科
982,sh.600896,1,览海投资
983,sh.600897,1,厦门空港
984,sh.600898,1,国美通讯
985,sh.600900,1,长江电力
986,sh.600901,1,江苏租赁
987,sh.600903,1,贵州燃气
988,sh.600908,1,无锡银行
989,sh.600909,1,华安证券
990,sh.600917,1,重庆燃气
991,sh.600919,1,江苏银行
992,sh.600926,1,杭州银行
993,sh.600929,1,湖南盐业
994,sh.600933,1,爱柯迪
995,sh.600936,1,广西广电
996,sh.600939,1,重庆建工
997,sh.600958,1,东方证券
998,sh.600959,1,江苏有线
999,sh.600960,1,渤海汽车
1000,sh.600961,1,株冶集团
1001,sh.600962,1,国投中鲁
1002,sh.600963,1,岳阳林纸
1003,sh.600965,1,福成股份
1004,sh.600966,1,博汇纸业
1005,sh.600967,1,内蒙一机
1006,sh.600969,1,郴电国际
1007,sh.600970,1,中材国际
1008,sh.600971,1,恒源煤电
1009,sh.600973,1,宝胜股份
1010,sh.600975,1,新五丰
1011,sh.600976,1,健民集团
1012,sh.600977,1,中国电影
1013,sh.600978,1,宜华生活
1014,sh.600979,1,广安爱众
1015,sh.600980,1,北矿科技
1016,sh.600981,1,汇鸿集团
1017,sh.600982,1,宁波热电
1018,sh.600983,1,惠而浦
1019,sh.600984,1,建设机械
1020,sh.600985,1,淮北矿业
1021,sh.600986,1,科达股份
1022,sh.600987,1,航民股份
1023,sh.600988,1,赤峰黄金
1024,sh.600990,1,四创电子
1025,sh.600992,1,贵绳股份
1026,sh.600993,1,马应龙
1027,sh.600995,1,文山电力
1028,sh.600996,1,贵广网络
1029,sh.600997,1,开滦股份
1030,sh.600998,1,九州通
1031,sh.600999,1,招商证券
1032,sh.601000,1,唐山港
1033,sh.601001,1,大同煤业
1034,sh.601002,1,晋亿实业
1035,sh.601003,1,柳钢股份
1036,sh.601005,1,重庆钢铁
1037,sh.601006,1,大秦铁路
1038,sh.601007,1,金陵饭店
1039,sh.601008,1,连云港
1040,sh.601009,1,南京银行
1041,sh.601010,1,文峰股份
1042,sh.601011,1,宝泰隆
1043,sh.601012,1,隆基股份
1044,sh.601015,1,陕西黑猫
1045,sh.601016,1,节能风电
1046,sh.601018,1,宁波港
1047,sh.601019,1,山东出版
1048,sh.601020,1,华钰矿业
1049,sh.601021,1,春秋航空
1050,sh.601028,1,玉龙股份
1051,sh.601038,1,一拖股份
1052,sh.601058,1,赛轮轮胎
1053,sh.601066,1,中信建投
1054,sh.601068,1,中铝国际
1055,sh.601069,1,西部黄金
1056,sh.601086,1,国芳集团
1057,sh.601088,1,中国神华
1058,sh.601098,1,中南传媒
1059,sh.601099,1,太平洋
1060,sh.601100,1,恒立液压
1061,sh.601101,1,昊华能源
1062,sh.601106,1,中国一重
1063,sh.601107,1,四川成渝
1064,sh.601108,1,财通证券
1065,sh.601111,1,中国国航
1066,sh.601113,1,ST华鼎
1067,sh.601116,1,三江购物
1068,sh.601117,1,中国化学
1069,sh.601118,1,海南橡胶
1070,sh.601126,1,四方股份
1071,sh.601127,1,小康股份
1072,sh.601128,1,常熟银行
1073,sh.601137,1,博威合金
1074,sh.601138,1,工业富联
1075,sh.601139,1,深圳燃气
1076,sh.601155,1,新城控股
1077,sh.601158,1,重庆水务
1078,sh.601162,1,天风证券
1079,sh.601163,1,三角轮胎
1080,sh.601166,1,兴业银行
1081,sh.601168,1,西部矿业
1082,sh.601169,1,北京银行
1083,sh.601177,1,杭齿前进
1084,sh.601179,1,中国西电
1085,sh.601186,1,中国铁建
1086,sh.601188,1,龙江交通
1087,sh.601198,1,东兴证券
1088,sh.601199,1,江南水务
1089,sh.601200,1,上海环境
1090,sh.601208,1,东材科技
1091,sh.601211,1,国泰君安
1092,sh.601212,1,白银有色
1093,sh.601216,1,君正集团
1094,sh.601218,1,吉鑫科技
1095,sh.601222,1,林洋能源
1096,sh.601225,1,陕西煤业
1097,sh.601226,1,华电重工
1098,sh.601228,1,广州港
1099,sh.601229,1,上海银行
1100,sh.601231,1,环旭电子
1101,sh.601233,1,桐昆股份
1102,sh.601238,1,广汽集团
1103,sh.601258,1,*ST庞大
1104,sh.601288,1,农业银行
1105,sh.601298,1,青岛港
1106,sh.601311,1,骆驼股份
1107,sh.601318,1,中国平安
1108,sh.601319,1,中国人保
1109,sh.601326,1,秦港股份
1110,sh.601328,1,交通银行
1111,sh.601330,1,绿色动力
1112,sh.601333,1,广深铁路
1113,sh.601336,1,新华保险
1114,sh.601339,1,百隆东方
1115,sh.601360,1,三六零
1116,sh.601366,1,利群股份
1117,sh.601368,1,绿城水务
1118,sh.601369,1,陕鼓动力
1119,sh.601375,1,中原证券
1120,sh.601377,1,兴业证券
1121,sh.601388,1,怡球资源
1122,sh.601390,1,中国中铁
1123,sh.601398,1,工商银行
1124,sh.601500,1,通用股份
1125,sh.601515,1,东风股份
1126,sh.601518,1,吉林高速
1127,sh.601519,1,大智慧
1128,sh.601555,1,东吴证券
1129,sh.601558,1,ST锐电
1130,sh.601566,1,九牧王
1131,sh.601567,1,三星医疗
1132,sh.601577,1,长沙银行
1133,sh.601579,1,会稽山
1134,sh.601588,1,北辰实业
1135,sh.601595,1,上海电影
1136,sh.601598,1,中国外运
1137,sh.601599,1,鹿港文化
1138,sh.601600,1,中国铝业
1139,sh.601601,1,中国太保
1140,sh.601606,1,长城军工
1141,sh.601607,1,上海医药
1142,sh.601608,1,中信重工
1143,sh.601611,1,中国核建
1144,sh.601615,1,明阳智能
1145,sh.601616,1,广电电气
1146,sh.601618,1,中国中冶
1147,sh.601619,1,嘉泽新能
1148,sh.601628,1,中国人寿
1149,sh.601633,1,长城汽车
1150,sh.601636,1,旗滨集团
1151,sh.601666,1,平煤股份
1152,sh.601668,1,中国建筑
1153,sh.601669,1,中国电建
1154,sh.601677,1,明泰铝业
1155,sh.601678,1,滨化股份
1156,sh.601688,1,华泰证券
1157,sh.601689,1,拓普集团
1158,sh.601699,1,潞安环能
1159,sh.601700,1,风范股份
1160,sh.601717,1,郑煤机
1161,sh.601718,1,际华集团
1162,sh.601727,1,上海电气
1163,sh.601766,1,中国中车
1164,sh.601777,1,力帆股份
1165,sh.601788,1,光大证券
1166,sh.601789,1,宁波建工
1167,sh.601798,1,ST蓝科
1168,sh.601799,1,星宇股份
1169,sh.601800,1,中国交建
1170,sh.601801,1,皖新传媒
1171,sh.601808,1,中海油服
1172,sh.601811,1,新华文轩
1173,sh.601818,1,光大银行
1174,sh.601828,1,美凯龙
1175,sh.601838,1,成都银行
1176,sh.601857,1,中国石油
1177,sh.601858,1,中国科传
1178,sh.601860,1,紫金银行
1179,sh.601865,1,福莱特
1180,sh.601866,1,中远海发
1181,sh.601869,1,长飞光纤
1182,sh.601872,1,招商轮船
1183,sh.601877,1,正泰电器
1184,sh.601878,1,浙商证券
1185,sh.601880,1,大连港
1186,sh.601881,1,中国银河
1187,sh.601882,1,海天精工
1188,sh.601886,1,江河集团
1189,sh.601888,1,中国国旅
1190,sh.601890,1,亚星锚链
1191,sh.601898,1,中煤能源
1192,sh.601899,1,紫金矿业
1193,sh.601900,1,南方传媒
1194,sh.601901,1,方正证券
1195,sh.601908,1,京运通
1196,sh.601918,1,新集能源
1197,sh.601919,1,中远海控
1198,sh.601928,1,凤凰传媒
1199,sh.601929,1,吉视传媒
1200,sh.601933,1,永辉超市
1201,sh.601939,1,建设银行
1202,sh.601949,1,中国出版
1203,sh.601952,1,苏垦农发
1204,sh.601958,1,金钼股份
1205,sh.601965,1,中国汽研
1206,sh.601966,1,玲珑轮胎
1207,sh.601968,1,宝钢包装
1208,sh.601969,1,海南矿业
1209,sh.601975,1,招商南油
1210,sh.601985,1,中国核电
1211,sh.601988,1,中国银行
1212,sh.601989,1,中国重工
1213,sh.601990,1,南京证券
1214,sh.601991,1,大唐发电
1215,sh.601992,1,金隅集团
1216,sh.601996,1,丰林集团
1217,sh.601997,1,贵阳银行
1218,sh.601998,1,中信银行
1219,sh.601999,1,出版传媒
1220,sh.603000,1,人民网
1221,sh.603001,1,奥康国际
1222,sh.603002,1,宏昌电子
1223,sh.603003,1,龙宇燃油
1224,sh.603005,1,晶方科技
1225,sh.603006,1,联明股份
1226,sh.603007,1,花王股份
1227,sh.603008,1,喜临门
1228,sh.603009,1,北特科技
1229,sh.603010,1,万盛股份
1230,sh.603011,1,合锻智能
1231,sh.603012,1,创力集团
1232,sh.603013,1,亚普股份
1233,sh.603015,1,弘讯科技
1234,sh.603016,1,新宏泰
1235,sh.603017,1,中衡设计
1236,sh.603018,1,中设集团
1237,sh.603019,1,中科曙光
1238,sh.603020,1,爱普股份
1239,sh.603021,1,山东华鹏
1240,sh.603022,1,新通联
1241,sh.603023,1,威帝股份
1242,sh.603025,1,大豪科技
1243,sh.603026,1,石大胜华
1244,sh.603027,1,千禾味业
1245,sh.603028,1,赛福天
1246,sh.603029,1,天鹅股份
1247,sh.603030,1,全筑股份
1248,sh.603031,1,安德利
1249,sh.603032,1,德新交运
1250,sh.603033,1,三维股份
1251,sh.603035,1,常熟汽饰
1252,sh.603036,1,如通股份
1253,sh.603037,1,凯众股份
1254,sh.603038,1,华立股份
1255,sh.603039,1,泛微网络
1256,sh.603040,1,新坐标
1257,sh.603041,1,美思德
1258,sh.603042,1,华脉科技
1259,sh.603043,1,广州酒家
1260,sh.603045,1,福达合金
1261,sh.603050,1,科林电气
1262,sh.603055,1,台华新材
1263,sh.603056,1,德邦股份
1264,sh.603058,1,永吉股份
1265,sh.603059,1,倍加洁
1266,sh.603060,1,国检集团
1267,sh.603063,1,禾望电气
1268,sh.603066,1,音飞储存
1269,sh.603067,1,振华股份
1270,sh.603069,1,海汽集团
1271,sh.603076,1,乐惠国际
1272,sh.603077,1,和邦生物
1273,sh.603078,1,江化微
1274,sh.603079,1,圣达生物
1275,sh.603080,1,新疆火炬
1276,sh.603081,1,大丰实业
1277,sh.603083,1,剑桥科技
1278,sh.603085,1,天成自控
1279,sh.603086,1,先达股份
1280,sh.603088,1,宁波精达
1281,sh.603089,1,正裕工业
1282,sh.603090,1,宏盛股份
1283,sh.603096,1,新经典
1284,sh.603098,1,森特股份
1285,sh.603099,1,长白山
1286,sh.603100,1,川仪股份
1287,sh.603101,1,汇嘉时代
1288,sh.603103,1,横店影视
1289,sh.603105,1,芯能科技
1290,sh.603106,1,恒银金融
1291,sh.603108,1,润达医疗
1292,sh.603110,1,东方材料
1293,sh.603111,1,康尼机电
1294,sh.603113,1,金能科技
1295,sh.603116,1,红蜻蜓
1296,sh.603117,1,万林物流
1297,sh.603118,1,共进股份
1298,sh.603121,1,华培动力
1299,sh.603123,1,翠微股份
1300,sh.603126,1,中材节能
1301,sh.603127,1,昭衍新药
1302,sh.603128,1,华贸物流
1303,sh.603129,1,春风动力
1304,sh.603131,1,上海沪工
1305,sh.603133,1,碳元科技
1306,sh.603136,1,天目湖
1307,sh.603138,1,海量数据
1308,sh.603139,1,康惠制药
1309,sh.603156,1,养元饮品
1310,sh.603157,1,拉夏贝尔
1311,sh.603158,1,腾龙股份
1312,sh.603159,1,上海亚虹
1313,sh.603160,1,汇顶科技
1314,sh.603161,1,科华控股
1315,sh.603165,1,荣晟环保
1316,sh.603166,1,福达股份
1317,sh.603167,1,渤海轮渡
1318,sh.603168,1,莎普爱思
1319,sh.603169,1,兰石重装
1320,sh.603177,1,德创环保
1321,sh.603178,1,圣龙股份
1322,sh.603179,1,新泉股份
1323,sh.603180,1,金牌厨柜
1324,sh.603181,1,皇马科技
1325,sh.603183,1,建研院
1326,sh.603185,1,上机数控
1327,sh.603186,1,华正新材
1328,sh.603187,1,海容冷链
1329,sh.603188,1,ST亚邦
1330,sh.603189,1,网达软件
1331,sh.603192,1,汇得科技
1332,sh.603196,1,日播时尚
1333,sh.603197,1,保隆科技
1334,sh.603198,1,迎驾贡酒
1335,sh.603199,1,九华旅游
1336,sh.603200,1,上海洗霸
1337,sh.603203,1,快克股份
1338,sh.603208,1,江山欧派
1339,sh.603214,1,爱婴室
1340,sh.603218,1,日月股份
1341,sh.603220,1,中贝通信
1342,sh.603222,1,济民制药
1343,sh.603223,1,恒通股份
1344,sh.603225,1,新凤鸣
1345,sh.603226,1,菲林格尔
1346,sh.603227,1,雪峰科技
1347,sh.603228,1,景旺电子
1348,sh.603229,1,奥翔药业
1349,sh.603232,1,格尔软件
1350,sh.603233,1,大参林
1351,sh.603238,1,诺邦股份
1352,sh.603239,1,浙江仙通
1353,sh.603258,1,电魂网络
1354,sh.603259,1,药明康德
1355,sh.603260,1,合盛硅业
1356,sh.603266,1,天龙股份
1357,sh.603268,1,松发股份
1358,sh.603269,1,海鸥股份
1359,sh.603277,1,银都股份
1360,sh.603278,1,大业股份
1361,sh.603283,1,赛腾股份
1362,sh.603286,1,日盈电子
1363,sh.603288,1,海天味业
1364,sh.603289,1,泰瑞机器
1365,sh.603297,1,永新光学
1366,sh.603298,1,杭叉集团
1367,sh.603299,1,苏盐井神
1368,sh.603300,1,华铁应急
1369,sh.603301,1,振德医疗
1370,sh.603303,1,得邦照明
1371,sh.603305,1,旭升股份
1372,sh.603306,1,华懋科技
1373,sh.603308,1,应流股份
1374,sh.603309,1,维力医疗
1375,sh.603311,1,金海环境
1376,sh.603313,1,梦百合
1377,sh.603315,1,福鞍股份
1378,sh.603316,1,诚邦股份
1379,sh.603318,1,派思股份
1380,sh.603319,1,湘油泵
1381,sh.603320,1,迪贝电气
1382,sh.603321,1,梅轮电梯
1383,sh.603322,1,超讯通信
1384,sh.603323,1,苏农银行
1385,sh.603326,1,我乐家居
1386,sh.603328,1,依顿电子
1387,sh.603329,1,上海雅仕
1388,sh.603330,1,上海天洋
1389,sh.603331,1,百达精工
1390,sh.603332,1,苏州龙杰
1391,sh.603333,1,尚纬股份
1392,sh.603335,1,迪生力
1393,sh.603336,1,宏辉果蔬
1394,sh.603337,1,杰克股份
1395,sh.603338,1,浙江鼎力
1396,sh.603339,1,四方科技
1397,sh.603345,1,安井食品
1398,sh.603348,1,文灿股份
1399,sh.603351,1,威尔药业
1400,sh.603355,1,莱克电气
1401,sh.603356,1,华菱精工
1402,sh.603357,1,设计总院
1403,sh.603358,1,华达科技
1404,sh.603359,1,东珠生态
1405,sh.603360,1,百傲化学
1406,sh.603363,1,傲农生物
1407,sh.603365,1,水星家纺
1408,sh.603366,1,日出东方
1409,sh.603367,1,辰欣药业
1410,sh.603368,1,柳药股份
1411,sh.603369,1,今世缘
1412,sh.603377,1,东方时尚
1413,sh.603378,1,亚士创能
1414,sh.603380,1,易德龙
1415,sh.603383,1,顶点软件
1416,sh.603385,1,惠达卫浴
1417,sh.603386,1,广东骏亚
1418,sh.603387,1,基蛋生物
1419,sh.603388,1,元成股份
1420,sh.603389,1,亚振家居
1421,sh.603393,1,新天然气
1422,sh.603396,1,金辰股份
1423,sh.603398,1,邦宝益智
1424,sh.603399,1,吉翔股份
1425,sh.603416,1,信捷电气
1426,sh.603421,1,鼎信通讯
1427,sh.603429,1,集友股份
1428,sh.603444,1,吉比特
1429,sh.603456,1,九洲药业
1430,sh.603458,1,勘设股份
1431,sh.603466,1,风语筑
1432,sh.603477,1,振静股份
1433,sh.603486,1,科沃斯
1434,sh.603488,1,展鹏科技
1435,sh.603496,1,恒为科技
1436,sh.603499,1,翔港科技
1437,sh.603500,1,祥和实业
1438,sh.603501,1,韦尔股份
1439,sh.603505,1,金石资源
1440,sh.603506,1,南都物业
1441,sh.603507,1,振江股份
1442,sh.603508,1,思维列控
1443,sh.603515,1,欧普照明
1444,sh.603516,1,淳中科技
1445,sh.603517,1,绝味食品
1446,sh.603518,1,锦泓集团
1447,sh.603519,1,立霸股份
1448,sh.603520,1,司太立
1449,sh.603527,1,众源新材
1450,sh.603528,1,多伦科技
1451,sh.603533,1,掌阅科技
1452,sh.603535,1,嘉诚国际
1453,sh.603536,1,惠发食品
1454,sh.603538,1,美诺华
1455,sh.603555,1,贵人鸟
1456,sh.603556,1,海兴电力
1457,sh.603557,1,起步股份
1458,sh.603558,1,健盛集团
1459,sh.603559,1,中通国脉
1460,sh.603566,1,普莱柯
1461,sh.603567,1,珍宝岛
1462,sh.603568,1,伟明环保
1463,sh.603569,1,长久物流
1464,sh.603577,1,汇金通
1465,sh.603578,1,三星新材
1466,sh.603579,1,荣泰健康
1467,sh.603580,1,艾艾精工
1468,sh.603583,1,捷昌驱动
1469,sh.603585,1,苏利股份
1470,sh.603586,1,金麒麟
1471,sh.603587,1,地素时尚
1472,sh.603588,1,高能环境
1473,sh.603589,1,口子窖
1474,sh.603590,1,康辰药业
1475,sh.603595,1,东尼电子
1476,sh.603596,1,伯特利
1477,sh.603598,1,引力传媒
1478,sh.603599,1,广信股份
1479,sh.603600,1,永艺股份
1480,sh.603601,1,再升科技
1481,sh.603602,1,纵横通信
1482,sh.603603,1,博天环境
1483,sh.603605,1,珀莱雅
1484,sh.603606,1,东方电缆
1485,sh.603607,1,京华激光
1486,sh.603608,1,天创时尚
1487,sh.603609,1,禾丰牧业
1488,sh.603611,1,诺力股份
1489,sh.603612,1,索通发展
1490,sh.603615,1,茶花股份
1491,sh.603616,1,韩建河山
1492,sh.603617,1,君禾股份
1493,sh.603618,1,杭电股份
1494,sh.603619,1,中曼石油
1495,sh.603626,1,科森科技
1496,sh.603628,1,清源股份
1497,sh.603629,1,利通电子
1498,sh.603630,1,拉芳家化
1499,sh.603633,1,徕木股份
1500,sh.603636,1,南威软件
1501,sh.603637,1,镇海股份
1502,sh.603638,1,艾迪精密
1503,sh.603639,1,海利尔
1504,sh.603648,1,畅联股份
1505,sh.603650,1,彤程新材
1506,sh.603655,1,朗博科技
1507,sh.603656,1,泰禾光电
1508,sh.603657,1,春光科技
1509,sh.603658,1,安图生物
1510,sh.603659,1,璞泰来
1511,sh.603660,1,苏州科达
1512,sh.603661,1,恒林股份
1513,sh.603663,1,三祥新材
1514,sh.603665,1,康隆达
1515,sh.603666,1,亿嘉和
1516,sh.603667,1,五洲新春
1517,sh.603668,1,天马科技
1518,sh.603669,1,灵康药业
1519,sh.603676,1,卫信康
1520,sh.603677,1,奇精机械
1521,sh.603678,1,火炬电子
1522,sh.603679,1,华体科技
1523,sh.603680,1,今创集团
1524,sh.603683,1,晶华新材
1525,sh.603685,1,晨丰科技
1526,sh.603686,1,龙马环卫
1527,sh.603688,1,石英股份
1528,sh.603689,1,皖天然气
1529,sh.603690,1,至纯科技
1530,sh.603693,1,江苏新能
1531,sh.603696,1,安记食品
1532,sh.603698,1,航天工程
1533,sh.603699,1,纽威股份
1534,sh.603700,1,宁波水表
1535,sh.603701,1,德宏股份
1536,sh.603703,1,盛洋科技
1537,sh.603706,1,东方环宇
1538,sh.603707,1,健友股份
1539,sh.603708,1,家家悦
1540,sh.603709,1,中源家居
1541,sh.603711,1,香飘飘
1542,sh.603712,1,七一二
1543,sh.603713,1,密尔克卫
1544,sh.603716,1,塞力斯
1545,sh.603717,1,天域生态
1546,sh.603718,1,海利生物
1547,sh.603721,1,中广天择
1548,sh.603722,1,阿科力
1549,sh.603725,1,天安新材
1550,sh.603726,1,朗迪集团
1551,sh.603727,1,博迈科
1552,sh.603728,1,鸣志电器
1553,sh.603729,1,龙韵股份
1554,sh.603730,1,岱美股份
1555,sh.603733,1,仙鹤股份
1556,sh.603737,1,三棵树
1557,sh.603738,1,泰晶科技
1558,sh.603739,1,蔚蓝生物
1559,sh.603757,1,大元泵业
1560,sh.603758,1,秦安股份
1561,sh.603766,1,隆鑫通用
1562,sh.603767,1,中马传动
1563,sh.603768,1,常青股份
1564,sh.603773,1,沃格光电
1565,sh.603776,1,永安行
1566,sh.603777,1,来伊份
1567,sh.603778,1,乾景园林
1568,sh.603779,1,ST威龙
1569,sh.603787,1,新日股份
1570,sh.603788,1,宁波高发
1571,sh.603789,1,星光农机
1572,sh.603790,1,雅运股份
1573,sh.603797,1,联泰环保
1574,sh.603798,1,康普顿
1575,sh.603799,1,华友钴业
1576,sh.603800,1,道森股份
1577,sh.603801,1,志邦家居
1578,sh.603803,1,瑞斯康达
1579,sh.603806,1,福斯特
1580,sh.603808,1,歌力思
1581,sh.603809,1,豪能股份
1582,sh.603810,1,丰山集团
1583,sh.603811,1,诚意药业
1584,sh.603813,1,原尚股份
1585,sh.603816,1,顾家家居
1586,sh.603817,1,海峡环保
1587,sh.603818,1,曲美家居
1588,sh.603819,1,神力股份
1589,sh.603822,1,嘉澳环保
1590,sh.603823,1,百合花
1591,sh.603825,1,华扬联众
1592,sh.603826,1,坤彩科技
1593,sh.603828,1,柯利达
1594,sh.603829,1,洛凯股份
1595,sh.603833,1,欧派家居
1596,sh.603838,1,四通股份
1597,sh.603839,1,安正时尚
1598,sh.603843,1,正平股份
1599,sh.603848,1,好太太
1600,sh.603855,1,华荣股份
1601,sh.603856,1,东宏股份
1602,sh.603858,1,步长制药
1603,sh.603859,1,能科股份
1604,sh.603860,1,中公高科
1605,sh.603861,1,白云电器
1606,sh.603866,1,桃李面包
1607,sh.603868,1,飞科电器
1608,sh.603869,1,新智认知
1609,sh.603871,1,嘉友国际
1610,sh.603876,1,鼎胜新材
1611,sh.603877,1,太平鸟
1612,sh.603878,1,武进不锈
1613,sh.603879,1,永悦科技
1614,sh.603880,1,南卫股份
1615,sh.603881,1,数据港
1616,sh.603882,1,金域医学
1617,sh.603883,1,老百姓
1618,sh.603885,1,吉祥航空
1619,sh.603886,1,元祖股份
1620,sh.603887,1,城地股份
1621,sh.603888,1,新华网
1622,sh.603889,1,新澳股份
1623,sh.603890,1,春秋电子
1624,sh.603895,1,天永智能
1625,sh.603896,1,寿仙谷
1626,sh.603897,1,长城科技
1627,sh.603898,1,好莱客
1628,sh.603899,1,晨光文具
1629,sh.603900,1,莱绅通灵
1630,sh.603901,1,永创智能
1631,sh.603903,1,中持股份
1632,sh.603906,1,龙蟠科技
1633,sh.603908,1,牧高笛
1634,sh.603909,1,合诚股份
1635,sh.603912,1,佳力图
1636,sh.603916,1,苏博特
1637,sh.603917,1,合力科技
1638,sh.603918,1,金桥信息
1639,sh.603919,1,金徽酒
1640,sh.603920,1,世运电路
1641,sh.603922,1,金鸿顺
1642,sh.603926,1,铁流股份
1643,sh.603928,1,兴业股份
1644,sh.603929,1,亚翔集成
1645,sh.603933,1,睿能科技
1646,sh.603936,1,博敏电子
1647,sh.603937,1,丽岛新材
1648,sh.603938,1,三孚股份
1649,sh.603939,1,益丰药房
1650,sh.603955,1,大千生态
1651,sh.603956,1,威派格
1652,sh.603958,1,哈森股份
1653,sh.603959,1,百利科技
1654,sh.603960,1,克来机电
1655,sh.603963,1,大理药业
1656,sh.603966,1,法兰泰克
1657,sh.603968,1,醋化股份
1658,sh.603969,1,银龙股份
1659,sh.603970,1,中农立华
1660,sh.603976,1,正川股份
1661,sh.603977,1,国泰集团
1662,sh.603978,1,深圳新星
1663,sh.603979,1,金诚信
1664,sh.603980,1,吉华集团
1665,sh.603985,1,恒润股份
1666,sh.603986,1,兆易创新
1667,sh.603987,1,康德莱
1668,sh.603988,1,中电电机
1669,sh.603989,1,艾华集团
1670,sh.603990,1,麦迪科技
1671,sh.603991,1,至正股份
1672,sh.603993,1,洛阳钼业
1673,sh.603996,1,ST中新
1674,sh.603997,1,继峰股份
1675,sh.603998,1,方盛制药
